,Nome,Acurácia,Precisão,Recall,F1-score,Matriz de Confusão
0,SVC,0.9284084927180207,0.9978385873333061,0.8586769608703281,0.9230421004979629,"[[28442    53]
 [ 4027 24468]]"
1,KNN,0.9199684155114932,0.9966384462151394,0.8427794349885945,0.9132741343575896,"[[28414    81]
 [ 4480 24015]]"
2,GaussianNB,0.5476574837690823,0.5432539176965219,0.5985611510791367,0.5695680486216627,"[[14155 14340]
 [11439 17056]]"
3,Perceptron,0.8046323916476574,0.96432201123295,0.6326723986664327,0.7640601822420005,"[[27828   667]
 [10467 18028]]"
4,SGD,0.8226355500965081,0.9834358731661146,0.6563256711703808,0.7872537464219566,"[[28180   315]
 [ 9793 18702]]"
5,Dtree,0.882944376206352,0.9955044955044955,0.7693630461484471,0.867945444107924,"[[28396    99]
 [ 6572 21923]]"
6,RForest,0.922003860326373,0.9975175837815474,0.8461133532198631,0.9155985948922435,"[[28435    60]
 [ 4385 24110]]"
7,SVC,0.929391121249342,0.9991840398188568,0.8594841200210563,0.9240840659547976,"[[28475    20]
 [ 4004 24491]]"
8,KNN,0.9207580277241622,0.9992920501395077,0.8421126513423408,0.9139940580482975,"[[28478    17]
 [ 4499 23996]]"
9,GaussianNB,0.5409194595543078,0.5375547539293997,0.5857167924197227,0.5606032615084897,"[[14137 14358]
 [11805 16690]]"
10,Perceptron,0.762309177048605,0.9280192406802955,0.568731356378312,0.70525262195918,"[[27238  1257]
 [12289 16206]]"
11,SGD,0.8332339006843306,0.9789659520807061,0.6811019477101246,0.8033112582781456,"[[28078   417]
 [ 9087 19408]]"
12,Dtree,0.8843305843130373,0.9991340412925573,0.7693279522723285,0.8692997065588073,"[[28476    19]
 [ 6573 21922]]"
13,RForest,0.919266537989121,0.9999581519919651,0.8385681698543604,0.912179572827394,"[[28494     1]
 [ 4600 23895]]"
14,SVC,0.9295314967538164,0.9980467955239064,0.8607474995613266,0.9243263614094592,"[[28447    48]
 [ 3968 24527]]"
15,KNN,0.9216880154413055,0.9978867987072181,0.8451658185646604,0.9151988447433923,"[[28444    51]
 [ 4412 24083]]"
16,GaussianNB,0.5281277417090717,0.5243624426274355,0.6054044569222671,0.5619767403980845,"[[12847 15648]
 [11244 17251]]"
17,Perceptron,0.8480084225302684,0.9039801197702367,0.778733111072118,0.8366954488895593,"[[26138  2357]
 [ 6305 22190]]"
18,SGD,0.8193367257413582,0.9625374879276165,0.6645376381821372,0.7862481315396113,"[[27758   737]
 [ 9559 18936]]"
19,Dtree,0.8803474293735744,0.9868823000898472,0.7709422705737848,0.8656487045611269,"[[28203   292]
 [ 6527 21968]]"
20,RForest,0.9187225829092823,0.9907860639216816,0.845306194069135,0.9122826951482786,"[[28271   224]
 [ 4408 24087]]"
21,SVC,0.9296543253202316,0.9947066429610474,0.8639059484120021,0.924703716920534,"[[28364   131]
 [ 3878 24617]]"
22,KNN,0.9247236357255659,0.9963906320495468,0.8525355325495702,0.9188667826613207,"[[28407    88]
 [ 4202 24293]]"
23,GaussianNB,0.5195121951219512,0.517054168455923,0.5915774697315318,0.5518110545525967,"[[12750 15745]
 [11638 16857]]"
24,Perceptron,0.7562203895420249,0.7547275137813132,0.7591507281979295,0.7569326591668563,"[[21465  7030]
 [ 6863 21632]]"
25,SGD,0.8101596771363397,0.8895451339915373,0.7082646078259344,0.7886212218900807,"[[25989  2506]
 [ 8313 20182]]"
26,Dtree,0.8773819968415512,0.9873113699188834,0.7645902789963152,0.861793441715122,"[[28215   280]
 [ 6708 21787]]"
27,RForest,0.9235655378136515,0.9990489973123837,0.8479382347780312,0.9173120728929385,"[[28472    23]
 [ 4333 24162]]"
28,SVC,0.9682751359887699,0.9856596906278435,0.9503772591682751,0.9676969805252813,"[[28101   394]
 [ 1414 27081]]"
29,KNN,0.9513423407615371,0.9656071247556296,0.9360238638357606,0.9505853841082025,"[[27545   950]
 [ 1823 26672]]"
30,GaussianNB,0.5067906650289524,0.5059779418579505,0.5747675030707141,0.53818349106204,"[[12504 15991]
 [12117 16378]]"
31,Perceptron,0.7894367432882962,0.8042796532005165,0.7650464993858571,0.7841726618705036,"[[23190  5305]
 [ 6695 21800]]"
32,SGD,0.8084225302684681,0.8302581639171771,0.7753640989647307,0.8018727543280224,"[[23978  4517]
 [ 6401 22094]]"
33,Dtree,0.8542726794174417,0.8633647685551796,0.8417617125811546,0.8524263908879294,"[[24699  3796]
 [ 4509 23986]]"
34,RForest,0.9428145288647131,0.953037483843171,0.9315318476925777,0.9421619607077573,"[[27187  1308]
 [ 1951 26544]]"
35,SVC,0.9871030005264081,0.9979908151549942,0.9761712581154589,0.9869604555857151,"[[28439    56]
 [  679 27816]]"
36,KNN,0.9905246534479734,0.9961662702779454,0.9848394455167573,0.9904704761232485,"[[28387   108]
 [  432 28063]]"
37,GaussianNB,0.5532023161958238,0.5460566289950176,0.6307773293560274,0.5853674423148947,"[[13553 14942]
 [10521 17974]]"
38,Perceptron,0.9043340937006492,0.9099740241255382,0.8974556939814002,0.9036715078271318,"[[25965  2530]
 [ 2922 25573]]"
39,SGD,0.9236006316897701,0.9878349432162632,0.857764520091244,0.9182163116570871,"[[28194   301]
 [ 4053 24442]]"
40,Dtree,0.9917880329882436,0.9931726200950203,0.9903842779434988,0.9917764891934633,"[[28301   194]
 [  274 28221]]"
41,RForest,0.995964204246359,0.9976407619986619,0.9942796981926654,0.9959573944528423,"[[28428    67]
 [  163 28332]]"
42,SVC,0.9880329882435515,0.9992460958535272,0.976802947885594,0.9878970718722272,"[[28474    21]
 [  661 27834]]"
43,KNN,0.9924021758203193,0.9995016019935921,0.9852956659062994,0.9923477953521251,"[[28481    14]
 [  419 28076]]"
44,GaussianNB,0.5522372346025618,0.5454295742408057,0.6271626601158098,0.5834476003917728,"[[13601 14894]
 [10624 17871]]"
45,Perceptron,0.8980347429373574,0.8982164173864194,0.8978066327425864,0.8980114783158116,"[[25596  2899]
 [ 2912 25583]]"
46,SGD,0.9307071416037901,0.980841560883874,0.8785751886295842,0.926896092115737,"[[28006   489]
 [ 3460 25035]]"
47,Dtree,0.9946306369538516,0.9981268775402015,0.9911212493419899,0.9946117274167987,"[[28442    53]
 [  253 28242]]"
48,RForest,0.9972626776627479,0.9999294358395371,0.9945955430777329,0.9972553573313627,"[[28493     2]
 [  154 28341]]"
49,SVC,0.988401473942797,0.9981387357720667,0.978627829443762,0.9882869951978451,"[[28443    52]
 [  609 27886]]"
50,KNN,0.9911387962800491,0.9962414013190554,0.9859975434286717,0.9910930031571336,"[[28389   106]
 [  399 28096]]"
51,GaussianNB,0.5342691700298298,0.528530107809624,0.634848218985787,0.5768310959471956,"[[12358 16137]
 [10405 18090]]"
52,Perceptron,0.8195823828741885,0.7879889946554505,0.8744341112475873,0.8289640029276731,"[[21791  6704]
 [ 3578 24917]]"
53,SGD,0.9179329706966134,0.9619830863527039,0.8702579399894719,0.9138245536454591,"[[27515   980]
 [ 3697 24798]]"
54,Dtree,0.988173363748026,0.9877283405210197,0.988629584137568,0.9881787568401852,"[[28145   350]
 [  324 28171]]"
55,RForest,0.9921389717494298,0.9896644435909075,0.9946657308299701,0.9921587846116148,"[[28199   296]
 [  152 28343]]"
56,SVC,0.9844534128794525,0.9896428191395027,0.9791542375855413,0.9843705898955686,"[[28203   292]
 [  594 27901]]"
57,KNN,0.9913493595367608,0.9961374911410348,0.9865239515704509,0.9913074142643039,"[[28386   109]
 [  384 28111]]"
58,GaussianNB,0.5328303211089664,0.5274783374944926,0.6302158273381295,0.5742884553885514,"[[12408 16087]
 [10537 17958]]"
59,Perceptron,0.8330759782417968,0.8239912610090804,0.8470959817511844,0.8353838965893163,"[[23339  5156]
 [ 4357 24138]]"
60,SGD,0.8759256009826285,0.863908139692893,0.892437269696438,0.877940998774404,"[[24489  4006]
 [ 3065 25430]]"
61,Dtree,0.9890507106509914,0.9868977324342266,0.9912616248464643,0.9890748651866377,"[[28120   375]
 [  249 28246]]"
62,RForest,0.9963677838217231,0.9980632438904148,0.9946657308299701,0.9963615910568963,"[[28440    55]
 [  152 28343]]"
63,SVC,0.9225829092823302,0.8784611999874281,0.9808738375153536,0.926847061944555,"[[24628  3867]
 [  545 27950]]"
64,KNN,0.9364274434111247,0.8942679601800774,0.9898929636778382,0.9396538801072672,"[[25160  3335]
 [  288 28207]]"
65,GaussianNB,0.5255834356904721,0.5214866776703607,0.6209159501666959,0.5668743892475528,"[[12260 16235]
 [10802 17693]]"
66,Perceptron,0.8449728022460081,0.8032266025047813,0.9138094402526759,0.8549570699193932,"[[22116  6379]
 [ 2456 26039]]"
67,SGD,0.8523776101070363,0.8212914373480097,0.9007545183365503,0.859189582740556,"[[22910  5585]
 [ 2828 25667]]"
68,Dtree,0.8871907352167047,0.8191864838280392,0.9937181961747675,0.8980510933857695,"[[22245  6250]
 [  179 28316]]"
69,RForest,0.9269696437971574,0.8748036104864299,0.9965608001403755,0.931721241551283,"[[24431  4064]
 [   98 28397]]"
70,SVC,0.9945779961396737,0.9979858657243816,0.9911563432181084,0.9945593802271325,"[[28438    57]
 [  252 28243]]"
71,KNN,0.9942972451307247,0.9958808618504436,0.9927004737673276,0.9942881245716092,"[[28378   117]
 [  208 28287]]"
72,GaussianNB,0.587208282154764,0.576442721791559,0.6576241445867697,0.6143632280379654,"[[14726 13769]
 [ 9756 18739]]"
73,Perceptron,0.9609580628180383,0.9761818445475638,0.9449728022460081,0.9603238288842525,"[[27838   657]
 [ 1568 26927]]"
74,SGD,0.9598876995964204,0.9845801131531265,0.9344095455343042,0.9588389931218265,"[[28078   417]
 [ 1869 26626]]"
75,Dtree,0.9936129145464117,0.9939943103993257,0.9932268819091069,0.9936104479707907,"[[28324   171]
 [  193 28302]]"
76,RForest,0.9969819266537989,0.9975756298092127,0.9963853307597824,0.9969801250087789,"[[28426    69]
 [  103 28392]]"
77,SVC,0.995332514476224,0.9992218724578219,0.9914370942270574,0.9953142615558062,"[[28473    22]
 [  244 28251]]"
78,KNN,0.995964204246359,0.9992581340304518,0.992665379891209,0.9959508468011691,"[[28474    21]
 [  209 28286]]"
79,GaussianNB,0.576574837690823,0.5678187356250388,0.6411300228110195,0.6022515617531193,"[[14590 13905]
 [10226 18269]]"
80,Perceptron,0.7483593612914546,0.7362938230383973,0.7738901561677487,0.7546240054752331,"[[20597  7898]
 [ 6443 22052]]"
81,SGD,0.9546060712405685,0.9705754141238012,0.9376381821372171,0.9538225371722328,"[[27685   810]
 [ 1777 26718]]"
82,Dtree,0.9948061063344447,0.999079678595448,0.9905246534479734,0.9947837733056075,"[[28469    26]
 [  270 28225]]"
83,RForest,0.9981049306895947,0.9999295551407136,0.9962800491314265,0.9981014660900748,"[[28493     2]
 [  106 28389]]"
84,SVC,0.9949289349008598,0.9980224592132213,0.9918231268643621,0.9949131360780102,"[[28439    56]
 [  233 28262]]"
85,KNN,0.9942972451307247,0.995357670394598,0.9932268819091069,0.9942911345711325,"[[28363   132]
 [  193 28302]]"
86,GaussianNB,0.5666081768731356,0.5554128226088988,0.6676258992805756,0.6063716193602883,"[[13267 15228]
 [ 9471 19024]]"
87,Perceptron,0.9259168275135988,0.8948241647418589,0.9652921565186875,0.9287233683357531,"[[25262  3233]
 [  989 27506]]"
88,SGD,0.9537638182137217,0.9613902369397659,0.9454992103877873,0.9533785098816326,"[[27413  1082]
 [ 1553 26942]]"
89,Dtree,0.9913493595367608,0.9867542761785565,0.9960694858747149,0.9913899998253549,"[[28114   381]
 [  112 28383]]"
90,RForest,0.9934023512896999,0.989485777947986,0.9974030531672223,0.9934286413366423,"[[28193   302]
 [   74 28421]]"
91,SVC,0.9913318125987015,0.989305560409604,0.9934023512896999,0.9913497233312321,"[[28189   306]
 [  188 28307]]"
92,KNN,0.9951219512195122,0.9957482694402474,0.9944902614493771,0.9951188678582716,"[[28374   121]
 [  157 28338]]"
93,GaussianNB,0.5542024916652044,0.5455779502464072,0.6488155816809966,0.5927350838382867,"[[13096 15399]
 [10007 18488]]"
94,Perceptron,0.8805755395683453,0.8303128141086169,0.9566590629935077,0.8890193392688257,"[[22924  5571]
 [ 1235 27260]]"
95,SGD,0.9121600280751009,0.8833436694193295,0.94974556939814,0.9153419468308192,"[[24921  3574]
 [ 1432 27063]]"
96,Dtree,0.9894367432882962,0.9856869232108654,0.9932970696613441,0.9894773640971859,"[[28084   411]
 [  191 28304]]"
97,RForest,0.9970696613440955,0.9978208913257416,0.9963151430075452,0.9970674486803519,"[[28433    62]
 [  105 28390]]"
98,SVC,0.9294788559396385,0.879779046673287,0.9949113879628005,0.9338098453531843,"[[24621  3874]
 [  145 28350]]"
99,KNN,0.9372872433760309,0.8921232337854423,0.9948762940866819,0.9407021502521902,"[[25067  3428]
 [  146 28349]]"
100,GaussianNB,0.541445867696087,0.5351404427517258,0.6311633619933321,0.5791990725085745,"[[12872 15623]
 [10510 17985]]"
101,Perceptron,0.7807510089489385,0.7203249793445332,0.9178803298824355,0.8071908031787672,"[[18340 10155]
 [ 2340 26155]]"
102,SGD,0.8452886471310757,0.7835937049633942,0.95406211616073,0.8604662203864596,"[[20987  7508]
 [ 1309 27186]]"
103,Dtree,0.8814528864713107,0.8115451861618275,0.9936480084225303,0.8934115865202575,"[[21920  6575]
 [  181 28314]]"
